url,name,header,guests,rooms,beds,baths,facilities,badge,rating,review_count,price,sp_url,location,specialties_1,host_joined,house_rules,amenities
/rooms/54139573?adults=4&check_in=2022-03-30&check_out=2022-04-06&previous_page_section_name=1000&federated_search_id=cb22548e-b347-4646-a6fd-5c81bed15b90,Hudson  home close to biking and hiking trails.,Entire residential home in Bella Vista,6 guests,3 bedrooms,4 beds,2 baths,Wifi · Kitchen · Free parking · Self check-in,empty,4.75, (4 reviews),$102,https://www.airbnb.com/s/Bentonville--Arkansas--United-States/homes?query=Bentonville%2C%20Arkansas%2C%20United%20States&checkin=2022-03-30&checkout=2022-04-06&adults=4&items_offset=40,"Bella Vista, Arkansas, United States",Self check-in**__**Great location**__**Free cancellation before Mar 25,empty,empty,"{""amenities"": [""Bathtub"", ""Hair dryer"", ""Cleaning products"", ""Hot water"", ""Free washer \u2013 In building"", ""Free dryer \u2013 In building"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Iron"", ""Clothing storage: dresser and closet"", ""HDTV"", ""Books and reading material"", ""Central air conditioning"", ""Ceiling fan"", ""Central heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Freezer"", ""Dishwasher"", ""Stainless steel stove"", ""Stainless steel oven"", ""Coffee maker: drip coffee maker"", ""Wine glasses"", ""Dining table"", ""Private entrance"", ""Private patio or balcony"", ""Private backyard \u2013 Fully fenced"", ""Fire pit"", ""Free driveway parking on premises \u2013 4 spaces"", ""Single level home"", ""Pets allowed"", ""Self check-in"", ""Keypad"", ""Long term stays allowed"", ""Unavailable: Security cameras on propertySecurity cameras on property"", ""Unavailable: ShampooShampoo""]}"
/rooms/39629941?adults=4&check_in=2022-03-30&check_out=2022-04-06&previous_page_section_name=1000&federated_search_id=3b480cb9-4d96-4c7f-9b0d-89158ee30cd0,Downtown Bentonville Treehouse!  Walk EVERYWHERE!,Entire cottage in Downtown Bentonville,5 guests,2 bedrooms,3 beds,1 bath,Wifi · Kitchen · Free parking,SUPERHOST,4.98, (42 reviews),$184,https://www.airbnb.com/s/Bentonville--Arkansas--United-States/homes?query=Bentonville%2C%20Arkansas%2C%20United%20States&checkin=2022-03-30&checkout=2022-04-06&adults=4&items_offset=60,"Bentonville, Arkansas, United States",Mikki is a Superhost**__**Great location**__**Great check-in experience,empty,empty,"{""amenities"": [""Hair dryer"", ""Janson Tea Tree shampoo"", ""Jasons body soap"", ""Hot water"", ""Shower gel"", ""Washer \u2013\u00a0In unit"", ""Dryer \u2013\u00a0In unit"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Extra pillows and blankets"", ""Iron"", ""HDTV"", ""Central air conditioning"", ""Ceiling fan"", ""Portable fans"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Dishwasher"", ""Gas stove"", ""Oven"", ""Coffee maker: pour-over coffee"", ""Baking sheet"", ""Private entrance"", ""Laundromat nearby"", ""Patio or balcony"", ""Backyard"", ""Free driveway parking on premises \u2013 2 spaces"", ""Free street parking"", ""Luggage dropoff allowed"", ""Long term stays allowed""]}"
/rooms/49093102?adults=4&check_in=2022-03-30&check_out=2022-04-06&previous_page_section_name=1000&federated_search_id=3b480cb9-4d96-4c7f-9b0d-89158ee30cd0,Home Sweet Dome 🌐 Secluded Geodesic Near 🚴 Trails,Entire residential home in Bella Vista,8 guests,3 bedrooms,5 beds,2 baths,Wifi · Kitchen · Free parking,SUPERHOST,4.97, (34 reviews),$151,https://www.airbnb.com/s/Bentonville--Arkansas--United-States/homes?query=Bentonville%2C%20Arkansas%2C%20United%20States&checkin=2022-03-30&checkout=2022-04-06&adults=4&items_offset=60,"Bella Vista, Arkansas, United States",Cameron is a Superhost**__**Great location**__**Free cancellation before Mar 29,empty,empty,"{""amenities"": [""Garden view"", ""Bathtub"", ""Hair dryer"", ""Cleaning products"", ""Shampoo"", ""Conditioner"", ""Body soap"", ""Hot water"", ""Shower gel"", ""Washer"", ""Dryer"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Extra pillows and blankets"", ""Iron"", ""Safe"", ""Clothing storage"", ""TV with Roku, Disney+, Netflix"", ""Bluetooth Speaker Bluetooth sound system"", ""Books and reading material"", ""Pack \u2019n play/Travel crib"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""High chair"", ""Children\u2019s dinnerware"", ""Board games"", ""Baby safety gates"", ""Air conditioning"", ""Indoor fireplace"", ""Ceiling fan"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Freezer"", ""Dishwasher"", ""Stove"", ""Oven"", ""Hot water kettle"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Toaster"", ""Baking sheet"", ""Blender"", ""Barbecue utensils"", ""Coffee"", ""Dining table"", ""Private entrance"", ""Private patio or balcony"", ""Private backyard \u2013 Not fully fenced"", ""Fire pit"", ""Outdoor furniture"", ""Outdoor dining area"", ""BBQ grill"", ""Free parking on premises"", ""Long term stays allowed"", ""Unavailable: Security cameras on propertySecurity cameras on property""]}"
/rooms/45995678?adults=4&check_in=2022-03-30&check_out=2022-04-06&previous_page_section_name=1000&federated_search_id=3b480cb9-4d96-4c7f-9b0d-89158ee30cd0,★Eclectic Retreat - Arts District - Walk To Downtown,Entire residential home in Downtown Bentonville,6 guests,2 bedrooms,3 beds,2 baths,Wifi · Kitchen · Free parking · Self check-in,SUPERHOST,5.0, (16 reviews),$304,https://www.airbnb.com/s/Bentonville--Arkansas--United-States/homes?query=Bentonville%2C%20Arkansas%2C%20United%20States&checkin=2022-03-30&checkout=2022-04-06&adults=4&items_offset=60,"Bentonville, Arkansas, United States",Self check-in**__**Stay NWA is a Superhost**__**Great location,empty,empty,"{""amenities"": [""Bathtub"", ""Hair dryer"", ""Cleaning products"", ""Shampoo"", ""Conditioner"", ""Body soap"", ""Hot water"", ""Shower gel"", ""Washer"", ""Dryer"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Iron"", ""Clothing storage"", ""TV with standard cable"", ""Air conditioning"", ""Ceiling fan"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Dishwasher"", ""Stove"", ""Oven"", ""Coffee maker"", ""Wine glasses"", ""Toaster"", ""Baking sheet"", ""Coffee"", ""Dining table"", ""Private entrance"", ""Patio or balcony"", ""Free parking on premises"", ""Free street parking"", ""Long term stays allowed"", ""Self check-in"", ""Keypad"", ""Unavailable: Security cameras on propertySecurity cameras on property""]}"
/rooms/50548065?adults=4&check_in=2022-03-30&check_out=2022-04-06&previous_page_section_name=1000&federated_search_id=3b480cb9-4d96-4c7f-9b0d-89158ee30cd0,The Mylar House - ON Bike Trails - Historic DT Rogers Home,Entire residential home in Rogers,5 guests,2 bedrooms,3 beds,1.5 baths,Wifi · Kitchen · Free parking · Self check-in,SUPERHOST,5.0, (8 reviews),$150,https://www.airbnb.com/s/Bentonville--Arkansas--United-States/homes?query=Bentonville%2C%20Arkansas%2C%20United%20States&checkin=2022-03-30&checkout=2022-04-06&adults=4&items_offset=60,"Rogers, Arkansas, United States",Self check-in**__**Cohobnb is a Superhost**__**Free cancellation before Mar 25.,empty,empty,"{""amenities"": [""Bathtub"", ""Hair dryer"", ""Shampoo"", ""Hot water"", ""Washer"", ""Dryer"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Extra pillows and blankets"", ""Iron"", ""Air conditioning"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Dishwasher"", ""Stove"", ""Oven"", ""Coffee maker"", ""Private entrance"", ""Patio or balcony"", ""Free parking on premises"", ""Single level home"", ""Pets allowed"", ""Long term stays allowed"", ""Self check-in"", ""Keypad"", ""Unavailable: Security cameras on propertySecurity cameras on property"", ""Unavailable: TVTV""]}"
/rooms/570875115900194453?adults=4&check_in=2022-03-30&check_out=2022-04-06&previous_page_section_name=1000&federated_search_id=3b480cb9-4d96-4c7f-9b0d-89158ee30cd0,Bella Vista Little Sugar Retreat Golf Hike Bike,Entire townhouse in Bella Vista,8 guests,4 bedrooms,5 beds,2 baths,Wifi · Kitchen · Free parking,empty,empty,empty,$129,https://www.airbnb.com/s/Bentonville--Arkansas--United-States/homes?query=Bentonville%2C%20Arkansas%2C%20United%20States&checkin=2022-03-30&checkout=2022-04-06&adults=4&items_offset=60,"Bella Vista, Arkansas, United States",Free cancellation before Mar 29,empty,empty,"{""amenities"": [""Bathtub"", ""Hair dryer"", ""Hot water"", ""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""TV"", ""Air conditioning"", ""Ceiling fan"", ""Central heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Refrigerator"", ""Microwave"", ""Dishes and silverware"", ""Freezer"", ""Dishwasher"", ""Stove"", ""Stainless steel oven"", ""Coffee maker: drip coffee maker"", ""Wine glasses"", ""Toaster"", ""Baking sheet"", ""Blender"", ""Dining table"", ""Public or shared beach access"", ""Lake access"", ""Private patio or balcony"", ""Outdoor furniture"", ""Free parking on premises"", ""Free street parking"", ""Shared pool"", ""Long term stays allowed"", ""Unavailable: ShampooShampoo"", ""Unavailable: Private entrancePrivate entrance""]}"
/rooms/50245775?adults=4&check_in=2022-03-30&check_out=2022-04-06&previous_page_section_name=1000&federated_search_id=3b480cb9-4d96-4c7f-9b0d-89158ee30cd0,Rockingham Retreat,Entire residential home in Bella Vista,6 guests,3 bedrooms,3 beds,2 baths,Wifi · Kitchen · Free parking · Self check-in,empty,5.0, (5 reviews),$149,https://www.airbnb.com/s/Bentonville--Arkansas--United-States/homes?query=Bentonville%2C%20Arkansas%2C%20United%20States&checkin=2022-03-30&checkout=2022-04-06&adults=4&items_offset=60,"Bella Vista, Arkansas, United States",Self check-in**__**Great location**__**Experienced host,empty,empty,"{""amenities"": [""Hair dryer"", ""Shampoo"", ""Washer"", ""Dryer"", ""Essentials"", ""Hangers"", ""Iron"", ""TV"", ""Air conditioning"", ""Indoor fireplace"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Cooking basics"", ""Private entrance"", ""Free parking on premises"", ""Self check-in"", ""Smart lock"", ""Long term stays allowed""]}"
/rooms/577620870922888221?adults=4&check_in=2022-03-30&check_out=2022-04-06&previous_page_section_name=1000&federated_search_id=3b480cb9-4d96-4c7f-9b0d-89158ee30cd0,Serenity at Beaver Lake ★ Swim Dock ★ Pool Table ★ Lake Access,Entire residential home in Rogers,12 guests,4 bedrooms,9 beds,3 baths,Wifi · Kitchen · Free parking,SUPERHOST,empty,empty,$275,https://www.airbnb.com/s/Bentonville--Arkansas--United-States/homes?query=Bentonville%2C%20Arkansas%2C%20United%20States&checkin=2022-03-30&checkout=2022-04-06&adults=4&items_offset=60,"Rogers, Arkansas, United States",Trova Vacation Rentals is a Superhost**__**Free cancellation before Mar 25,empty,empty,"{""amenities"": [""Hair dryer"", ""Shampoo"", ""Hot water"", ""Washer"", ""Dryer"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Extra pillows and blankets"", ""TV"", ""Pack \u2019n play/Travel crib"", ""Baby safety gates"", ""Air conditioning"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Dishwasher"", ""Stove"", ""Oven"", ""Coffee maker"", ""Lake access"", ""Private entrance"", ""Private patio or balcony"", ""Backyard"", ""BBQ grill"", ""Free parking on premises"", ""Long term stays allowed"", ""Unavailable: Security cameras on propertySecurity cameras on property""]}"
/rooms/50600423?adults=4&check_in=2022-03-30&check_out=2022-04-06&previous_page_section_name=1000&federated_search_id=3b480cb9-4d96-4c7f-9b0d-89158ee30cd0,Lakefront retreat close to Bentonville MTB trails,Entire residential home in Bella Vista,12 guests,3 bedrooms,13 beds,3 baths,Wifi · Kitchen · Free parking · Self check-in,SUPERHOST,4.74, (19 reviews),$277,https://www.airbnb.com/s/Bentonville--Arkansas--United-States/homes?query=Bentonville%2C%20Arkansas%2C%20United%20States&checkin=2022-03-30&checkout=2022-04-06&adults=4&items_offset=60,"Bella Vista, Arkansas, United States",Self check-in**__**Jill is a Superhost**__**Great location,empty,empty,"{""amenities"": [""Lake view"", ""Bathtub"", ""Hair dryer"", ""Cleaning products"", ""Shampoo"", ""Conditioner"", ""Hot water"", ""Shower gel"", ""Washer"", ""Free dryer \u2013 In unit"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Extra pillows and blankets"", ""Iron"", ""Clothing storage: closet and dresser"", ""HDTV with Roku"", ""Books and reading material"", ""Board games"", ""Air conditioning"", ""Indoor fireplace"", ""Ceiling fan"", ""Portable fans"", ""Central heating"", ""Smoke alarm"", ""First aid kit"", ""Wifi"", ""Dedicated workspace: table"", ""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Freezer"", ""Dishwasher"", ""Stainless steel electric stove"", ""Stainless steel oven"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Toaster"", ""Baking sheet"", ""Blender"", ""Barbecue utensils"", ""Coffee"", ""Dining table"", ""Waterfront"", ""Lake access"", ""Private entrance"", ""Free resort access"", ""Private patio or balcony"", ""Private backyard \u2013 Not fully fenced"", ""Fire pit"", ""Outdoor furniture"", ""Outdoor dining area"", ""BBQ grill"", ""Beach essentials"", ""Boat slip"", ""Free parking on premises"", ""Free street parking"", ""Pets allowed"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Self check-in"", ""Lockbox"", ""Unavailable: Security cameras on propertySecurity cameras on property"", ""Unavailable: Carbon monoxide alarmCarbon monoxide alarm""]}"
/rooms/564366686958810371?adults=4&check_in=2022-03-30&check_out=2022-04-06&previous_page_section_name=1000&federated_search_id=3b480cb9-4d96-4c7f-9b0d-89158ee30cd0,NEW! Idyllic Bella Vista Retreat w/ Back 40 Access,Entire residential home in Bella Vista,10 guests,4 bedrooms,6 beds,3 baths,Wifi · Kitchen · Free parking,empty,empty,empty,$185,https://www.airbnb.com/s/Bentonville--Arkansas--United-States/homes?query=Bentonville%2C%20Arkansas%2C%20United%20States&checkin=2022-03-30&checkout=2022-04-06&adults=4&items_offset=60,"Bella Vista, Arkansas, United States",Experienced host,empty,empty,"{""amenities"": [""Bathtub"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Hangers"", ""Bed linens"", ""Iron"", ""TV"", ""Air conditioning"", ""Indoor fireplace"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Dishwasher"", ""Oven"", ""Coffee maker"", ""Private entrance"", ""Free parking on premises"", ""Pets allowed"", ""Long term stays allowed"", ""Unavailable: EssentialsEssentials"", ""Unavailable: ShampooShampoo""]}"
/rooms/574478334711605312?adults=4&check_in=2022-03-30&check_out=2022-04-06&previous_page_section_name=1000&federated_search_id=3b480cb9-4d96-4c7f-9b0d-89158ee30cd0,Luxurious Newly-Renovated Home in NWA,Entire townhouse in Rogers,6 guests,2 bedrooms,3 beds,2.5 baths,Wifi · Kitchen · Free parking · Self check-in,empty,empty,empty,$120,https://www.airbnb.com/s/Bentonville--Arkansas--United-States/homes?query=Bentonville%2C%20Arkansas%2C%20United%20States&checkin=2022-03-30&checkout=2022-04-06&adults=4&items_offset=60,"Rogers, Arkansas, United States",Fast wifi**__**Self check-in**__**Free cancellation before Mar 29,empty,empty,"{""amenities"": [""Bathtub"", ""Hair dryer"", ""Cleaning products"", ""Shampoo"", ""Conditioner"", ""Body soap"", ""Bidet"", ""Hot water"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Extra pillows and blankets"", ""Iron"", ""Safe"", ""Clothing storage: walk-in closet and closet"", ""65\"" TV with Netflix, Amazon Prime Video"", ""Central air conditioning"", ""Ceiling fan"", ""Central heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit"", ""Fast wifi \u2013 270 Mbps"", ""Dedicated workspace: monitor"", ""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Freezer"", ""Dishwasher"", ""Gas stove"", ""Oven"", ""Coffee maker"", ""Wine glasses"", ""Dining table"", ""Private entrance"", ""Private patio or balcony"", ""Private backyard \u2013 Not fully fenced"", ""Free parking garage on premises \u2013 1 space"", ""Free street parking"", ""Long term stays allowed"", ""Self check-in"", ""Lockbox"", ""Unavailable: Security cameras on propertySecurity cameras on property""]}"
/rooms/45075989?adults=4&check_in=2022-03-30&check_out=2022-04-06&previous_page_section_name=1000&federated_search_id=3b480cb9-4d96-4c7f-9b0d-89158ee30cd0,Pineywood Cottage By the Lake - Pet & MTB friendly,Entire residential home in Bella Vista,8 guests,3 bedrooms,5 beds,2 baths,Wifi · Kitchen · Free parking · Self check-in,SUPERHOST,5.0, (27 reviews),$176,https://www.airbnb.com/s/Bentonville--Arkansas--United-States/homes?query=Bentonville%2C%20Arkansas%2C%20United%20States&checkin=2022-03-30&checkout=2022-04-06&adults=4&items_offset=60,"Bella Vista, Arkansas, United States",Self check-in**__**Bill & Kindra is a Superhost**__**Free cancellation before Mar 25.,empty,empty,"{""amenities"": [""Hair dryer"", ""Shampoo"", ""Conditioner"", ""Body soap"", ""Hot water"", ""Shower gel"", ""Washer"", ""Dryer"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Extra pillows and blankets"", ""Iron"", ""TV"", ""Air conditioning"", ""Indoor fireplace"", ""Ceiling fan"", ""Portable fans"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Freezer"", ""Dishwasher"", ""Stove"", ""Oven"", ""Coffee maker"", ""Baking sheet"", ""Barbecue utensils"", ""Lake access"", ""Private entrance"", ""Patio or balcony"", ""Backyard"", ""BBQ grill"", ""Free parking on premises"", ""Free street parking"", ""Pets allowed"", ""Self check-in"", ""Lockbox"", ""Long term stays allowed"", ""Unavailable: Security cameras on propertySecurity cameras on property""]}"
/rooms/587526021665515615?adults=4&check_in=2022-03-30&check_out=2022-04-06&previous_page_section_name=1000&federated_search_id=3b480cb9-4d96-4c7f-9b0d-89158ee30cd0,NEW! Bella Vista Townhome w/ Golf Course On-Site!,Entire townhouse in Bella Vista,4 guests,2 bedrooms,3 beds,2 baths,Wifi · Kitchen · Free parking · Self check-in,empty,empty,empty,$106,https://www.airbnb.com/s/Bentonville--Arkansas--United-States/homes?query=Bentonville%2C%20Arkansas%2C%20United%20States&checkin=2022-03-30&checkout=2022-04-06&adults=4&items_offset=60,"Bella Vista, Arkansas, United States",Self check-in**__**Experienced host,empty,empty,"{""amenities"": [""Bathtub"", ""Hair dryer"", ""Shampoo"", ""Washer"", ""Dryer"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Iron"", ""TV"", ""Air conditioning"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Cooking basics"", ""Dishes and silverware"", ""Dishwasher"", ""Coffee maker"", ""Private entrance"", ""Patio or balcony"", ""Backyard"", ""BBQ grill"", ""Free parking on premises"", ""Pets allowed"", ""Self check-in"", ""Keypad"", ""Long term stays allowed"", ""Unavailable: Security cameras on propertySecurity cameras on property""]}"
/rooms/50222715?adults=4&check_in=2022-03-30&check_out=2022-04-06&previous_page_section_name=1000&federated_search_id=3b480cb9-4d96-4c7f-9b0d-89158ee30cd0,"Just like HOME! Comfy KING bed, REMODELED! CLEAN!",Entire residential home in Rogers,4 guests,2 bedrooms,3 beds,1 bath,Wifi · Kitchen · Free parking · Self check-in,SUPERHOST,4.90, (20 reviews),$89,https://www.airbnb.com/s/Bentonville--Arkansas--United-States/homes?query=Bentonville%2C%20Arkansas%2C%20United%20States&checkin=2022-03-30&checkout=2022-04-06&adults=4&items_offset=60,"Rogers, Arkansas, United States",Self check-in**__**Lisa is a Superhost**__**Great check-in experience,empty,empty,"{""amenities"": [""Bathtub"", ""Hair dryer"", ""Shampoo"", ""Conditioner"", ""Body soap"", ""Hot water"", ""Free washer"", ""Free dryer"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Iron"", ""Clothing storage: closet"", ""TV with Roku"", ""Air conditioning"", ""Ceiling fan"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Freezer"", ""Dishwasher"", ""Stove"", ""Oven"", ""Coffee maker"", ""Wine glasses"", ""Toaster"", ""Baking sheet"", ""Coffee"", ""Dining table"", ""Private entrance"", ""Laundromat nearby"", ""Private patio or balcony"", ""Backyard"", ""Free parking on premises"", ""Free street parking"", ""Single level home"", ""Long term stays allowed"", ""Self check-in"", ""Keypad""]}"
/rooms/52364842?adults=4&check_in=2022-03-30&check_out=2022-04-06&previous_page_section_name=1000&federated_search_id=3b480cb9-4d96-4c7f-9b0d-89158ee30cd0,"NEW! Bella Vista Gem: Bike, Golf & Kid Friendly!",Entire townhouse in Bella Vista,6 guests,3 bedrooms,3 beds,2 baths,Wifi · Kitchen · Free parking · Self check-in,empty,5.0, (4 reviews),$106,https://www.airbnb.com/s/Bentonville--Arkansas--United-States/homes?query=Bentonville%2C%20Arkansas%2C%20United%20States&checkin=2022-03-30&checkout=2022-04-06&adults=4&items_offset=60,"Bella Vista, Arkansas, United States",Self check-in**__**Great location**__**Great check-in experience,empty,empty,"{""amenities"": [""Bathtub"", ""Hair dryer"", ""Shampoo"", ""Washer"", ""Dryer"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Iron"", ""TV"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""Air conditioning"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Dishwasher"", ""Oven"", ""Coffee maker"", ""Private entrance"", ""BBQ grill"", ""Free parking on premises"", ""Self check-in"", ""Smart lock"", ""Long term stays allowed"", ""Unavailable: HeatingHeating""]}"
/rooms/583926671703749487?adults=4&check_in=2022-03-30&check_out=2022-04-06&previous_page_section_name=1000&federated_search_id=3b480cb9-4d96-4c7f-9b0d-89158ee30cd0,NEW! Cozy Cottage - Near Bike Trails & Attractions,Entire cottage in Bella Vista,6 guests,2 bedrooms,5 beds,2 baths,Wifi · Kitchen · Free parking,empty,empty,empty,$111,https://www.airbnb.com/s/Bentonville--Arkansas--United-States/homes?query=Bentonville%2C%20Arkansas%2C%20United%20States&checkin=2022-03-30&checkout=2022-04-06&adults=4&items_offset=60,"Bella Vista, Arkansas, United States",Experienced host,empty,empty,"{""amenities"": [""Hangers"", ""Bed linens"", ""TV"", ""Pack \u2019n play/Travel crib"", ""Air conditioning"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Dishwasher"", ""Oven"", ""Coffee maker"", ""Private entrance"", ""BBQ grill"", ""Free parking on premises"", ""Long term stays allowed"", ""Unavailable: WasherWasher"", ""Unavailable: Hair dryerHair dryer"", ""Unavailable: EssentialsEssentials"", ""Unavailable: ShampooShampoo""]}"
/rooms/4378201?adults=4&check_in=2022-03-30&check_out=2022-04-06&previous_page_section_name=1000&federated_search_id=3b480cb9-4d96-4c7f-9b0d-89158ee30cd0,Lake Home with Spectacular view,Entire residential home in Bella Vista,5 guests,3 bedrooms,3 beds,3 baths,Wifi · Kitchen · Free parking · Self check-in,SUPERHOST,4.73, (64 reviews),$208,https://www.airbnb.com/s/Bentonville--Arkansas--United-States/homes?query=Bentonville%2C%20Arkansas%2C%20United%20States&checkin=2022-03-30&checkout=2022-04-06&adults=4&items_offset=60,"Bella Vista, Arkansas, United States",Self check-in**__**Kathya&Patrick is a Superhost**__**Free cancellation before Mar 29,empty,empty,"{""amenities"": [""Hair dryer"", ""Shampoo"", ""Hot water"", ""Washer"", ""Dryer"", ""Essentials"", ""Hangers"", ""Iron"", ""TV"", ""Air conditioning"", ""Indoor fireplace"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Dishwasher"", ""Stove"", ""Oven"", ""Coffee maker"", ""Beach access \u2013 Beachfront"", ""Private patio or balcony"", ""Private backyard \u2013 Not fully fenced"", ""Fire pit"", ""Outdoor furniture"", ""Outdoor dining area"", ""BBQ grill"", ""Free parking on premises"", ""Free street parking"", ""Long term stays allowed"", ""Self check-in"", ""Lockbox"", ""Unavailable: Security cameras on propertySecurity cameras on property"", ""Unavailable: Private entrancePrivate entrance""]}"
/rooms/53874757?adults=4&check_in=2022-03-30&check_out=2022-04-06&previous_page_section_name=1000&federated_search_id=3b480cb9-4d96-4c7f-9b0d-89158ee30cd0,"Fully Remodeled, 1 Block from the Trail",Entire residential home in Bella Vista,4 guests,2 bedrooms,2 beds,2 baths,Wifi · Kitchen · Free parking · Self check-in,empty,empty,empty,$108,https://www.airbnb.com/s/Bentonville--Arkansas--United-States/homes?query=Bentonville%2C%20Arkansas%2C%20United%20States&checkin=2022-03-30&checkout=2022-04-06&adults=4&items_offset=60,"Bella Vista, Arkansas, United States",Self check-in**__**Experienced host**__**Free cancellation before Mar 25.,empty,empty,"{""amenities"": [""Hair dryer"", ""Shampoo"", ""Washer"", ""Dryer"", ""Essentials"", ""Hangers"", ""Iron"", ""TV"", ""Air conditioning"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Coffee maker"", ""Private entrance"", ""Free parking on premises"", ""Self check-in"", ""Lockbox"", ""Long term stays allowed"", ""Unavailable: Security cameras on propertySecurity cameras on property""]}"
